"","scientificName","phylumid"
"3245","Rhachotropis aculeata",1065
"3246","Maera loveni",1065
"3247","Bathymedon saussurei",1065
"3248","Styela coriacea",1821
"3249","Pseudochirella scopularis",1065
"3250","Spinocalanus magnus",1065
"3251","Amphidinium carterae",450030
"3252","Walkeria uva",146142
"3253","Pullenia bulloides",1410
"3254","Globorotalia truncatulinoides",1410
"3255","Amphinema rugosum",1267
"3256","Thuiaria thuja",1267
"3257","Nerocila acuminata",1065
"3258","Limnoria lignorum",1065
"3259","Cheiraster (Cheiraster) sepitus",1806
"3260","Ahliesaurus berryi",1821
"3261","Gaidropsarus argentatus",1821
"3262","Polyprion americanus",1821
"3263","Scombrolabrax heterolepis",1821
"3264","Paraconchoecia inermis",1065
"3265","Magelona rosea",882
"3266","Paradiopatra quadricuspis",882
"3267","Polyphysia crassa",882
"3268","Colossendeis clavata",1065
"3269","Nymphon hirtipes",1065
"3270","Anoplodactylus maritimus",1065
"3271","Pycnogonum crassirostrum",1065
"3272","Flabellum (Ulocyathus) macandrewi",1267
"3273","Neotanais micromopher",1065
"3274","Mesoplodon mirus",1821
"3275","Margarites helicinus",51
"3276","Nebalia bipes",1065
"3277","Odontella regia",148898
"3278","Pleoticus robustus",1065
"3279","Sesarma reticulatum",1065
"3280","Citharichthys gymnorhinus",1821
"3281","Archosargus probatocephalus",1821
"3282","Cheilopogon furcatus",1821
"3283","Ostichthys trachypoma",1821
"3284","Fargoa bushiana",51
"3285","Marshallora nigrocincta",51
"3286","Astropecten leptus",1806
"3287","Bytholeucon hiscens",1065
"3288","Ophiochiton ternispinus",1806
"3289","Cheilopogon cyanopterus",1821
"3290","Pseudoscopelus scutatus",1821
"3291","Ulva flexuosa",801
"3292","Collettea wilsoni",1065
"3293","Ione thompsoni",1065
"3294","Sphaeroma papillae",1065
"3295","Eustomias melanostigma",1821
"3296","Xenomystax congroides",1821
"3297","Lovenella grandis",1267
"3298","Pseudophryotrocha serrata",882
"3299","Rhodine attenuata",882
"3300","Travisia parva",882
"3301","Sosane wireni",882
"3302","Xanthocalanus hirtipes",1065
"3303","Panulirus argus",1065
"3304","Scyllarides nodifer",1065
"3305","Stigmatoteuthis dofleini",51
"3306","Amphibalanus venustus",1065
"3307","Grania levis",882
"3308","Arvella faba",51
"3309","Retifusus parvus",51
"3310","Tripos pulchellus",450030
"3311","Chondrocladia (Chondrocladia) grandis",558
"3312","Xylonora atlantica",51
"3313","Acanthocottus aeneus",1821
"3314","Anonyx compactus",1065
"3315","Candacia longimana",1065
"3316","Scaphocalanus magnus",1065
"3317","Malacoraja spinacidermis",1821
"3318","Parapenaeus longirostris",1065
"3319","Proctoeces maculatus",793
"3320","Thysanopoda tricuspidata",1065
"3321","Disporella hispida",146142
"3322","Oncousoecia diastoporides",146142
"3323","Tubulipora flabellaris",146142
"3324","Pedicellina cernua",1271
"3325","Astrorhiza limicola",1410
"3326","Liriope tetraphylla",1267
"3327","Dynamena disticha",1267
"3328","Janira maculosa",1065
"3329","Leptosynapta inhaerens",1806
"3330","Echinocucumis hispida",1806
"3331","Ypsilothuria talismani talismani",1806
"3332","Diaphus termophilus",1821
"3333","Ruvettus pretiosus",1821
"3334","Tetragonurus atlanticus",1821
"3335","Melanostomias melanops",1821
"3336","Melanostomias valdiviae",1821
"3337","Ranzania laevis",1821
"3338","Conchoecilla daphnoides",1065
"3339","Pachos punctatum",1065
"3340","Sapphirina sali",1065
"3341","Lumbrineris cingulata",882
"3342","Hydroides elegans",882
"3343","Nicolea zostericola",882
"3344","Alebion carchariae",1065
"3345","Addisonia excentrica",51
"3346","Buccinum scalariforme",51
"3347","Adalaria proxima",51
"3348","Palliolum incomparabile",51
"3349","Alderia modesta",51
"3350","Truncatella subcylindrica",51
"3351","Plagiostomum whitmani",793
"3352","Proxenetes flabellifer",793
"3353","Monocelis lineata",793
"3354","Cyclothone signata",1821
"3355","Philine sinuata",51
"3356","Mesodesma deauratum",51
"3357","Clavella uncinata",1065
"3358","Pandarus smithii",1065
"3359","Mancocuma stellifera",1065
"3360","Leptasterias littoralis",1806
"3361","Callechelys muraena",1821
"3362","Diaphus luetkeni",1821
"3363","Charadrius semipalmatus",1821
"3364","Rondeletia bicolor",1821
"3365","Ectreposebastes imus",1821
"3366","Trachinotus goodei",1821
"3367","Stylocordyla longissima",558
"3368","Chiridota ferruginea",1806
"3369","Amphiura fibulata",1806
"3370","Botrylloides diegensis",1821
"3371","Ogcocephalus nasutus",1821
"3372","Ophioplinthus confragosa",1806
"3373","Harmothoe macginitiei",882
"3374","Eunice unifrons",882
"3375","Pelecanus occidentalis",1821
"3376","Ceratocolax euthynni",1065
"3377","Euthora cristata",852
"3378","Crepidula maculosa",51
"3379","Monocorophium tuberculatum",1065
"3380","Spinolambrus pourtalesii",1065
"3381","Odostomia eburnea",51
"3382","Lepas (Lepas) anatifera",1065
"3383","Cerithiopsis subulata",51
"3384","Caryocorbula swiftiana",51
"3385","Aricidea (Acmira) taylori",882
"3386","Portunus sayi",1065
"3387","Munseyella atlantica",1065
"3388","Tryphosella nanoides",1065
"3389","Abludomelita obtusata",1065
"3390","Monoculodes latimanus",1065
"3391","Molgula complanata",1821
"3392","Styela sigma",1821
"3393","Paraeuchaeta gracilis",1065
"3394","Metridia princeps",1065
"3395","Scaphocalanus brevicornis",1065
"3396","Bathyraja richardsoni",1821
"3397","Squatina squatina",1821
"3398","Brachydiastylis resima",1065
"3399","Bentheuphausia amblyops",1065
"3400","Arctonula arctica",146142
"3401","Cladocarpus integer",1267
"3402","Rhizorhagium roseum",1267
"3403","Eudendrium tenellum",1267
"3404","Halicreas minimum",1267
"3405","Abietinaria abietina",1267
"3406","Solaster syrtensis",1806
"3407","Phormosoma placenta sigsbei",1806
"3408","Genocidaris maculata",1806
"3409","Hirundichthys speculiger",1821
"3410","Lepidion schmidti",1821
"3411","Lampadena chavesi",1821
"3412","Epigonus denticulatus",1821
"3413","Nephtys hystricis",882
"3414","Loimia medusa",882
"3415","Deltocyathus italicus",1267
"3416","Neotanais affinis",1065
"3417","Lumbricillus lineatus",882
"3418","Scaphander nobilis",51
"3419","Gonatus steenstrupi",51
"3420","Spirula spirula",51
"3421","Scagelia pylaisaei",852
"3422","Asperococcus fistulosus",345465
"3423","Bodo caudatus",536202
"3424","Apocorophium lacustre",1065
"3425","Pentamera pulcherrima",1806
"3426","Scomber colias",1821
"3427","Cratena pilata",51
"3428","Cyclocardia novangliae",51
"3429","Naushonia crangonoides",1065
"3430","Astropecten articulatus",1806
"3431","Argyropelecus lychnus",1821
"3432","Diaphus garmani",1821
"3433","Coryphaenoides guentheri",1821
"3434","Hemiramphus balao",1821
"3435","Engyophrys senta",1821
"3436","Aeverrillia armata",146142
"3437","Sphyraena guachancho",1821
"3438","Vibrio paxillifer",148898
"3439","Trachyteleia hispida",558
"3440","Coryphaenoides mediterraneus",1821
"3441","Syllis beneliahuae",882
"3442","Candacia simplex",1065
"3443","Ophiacantha granulifera",1806
"3444","Janirella lobata",1065
"3445","Sargocentron bullisi",1821
"3446","Ophidion grayi",1821
"3447","Astronesthes oligoa",1821
"3448","Rypticus bistrispinus",1821
"3449","Jasmineira pacifica",882
"3450","Pista elongata",882
"3451","Graptacme perlonga",51
"3452","Acartia (Acartia) negligens",1065
"3453","Heliogabalus phascolia",1065
"3454","Bolitaena pygmaea",51
"3455","Plesionika willisi",1065
"3456","Gavia pacifica",1821
"3457","Einhornia arctica",146142
"3458","Promesostoma marmoratum nudum",793
"3459","Parasergestes armatus",1065
"3460","Cucumaria parassimilis",1806
"3461","Siliqua squama",51
"3462","Leptochela carinata",1065
"3463","Ameritella tenella",51
"3464","Pelagia cyanella",1267
"3465","Mobula tarapacana",1821
"3466","Strombidium minor",11
"3467","Paramphithoe hystrix",1065
"3468","Gammarus duebeni",1065
"3469","Hippomedon denticulatus",1065
"3470","Westwoodilla megalops",1065
"3471","Scina borealis",1065
"3472","Haloptilus acutifrons",1065
"3473","Cephalophanes refulgens",1065
"3474","Scaphocalanus affinis",1065
"3475","Oithona plumifera",1065
"3476","Funchalia villosa",1065
"3477","Janicella spinicauda",1065
"3478","Leucon (Macrauloleucon) spinulosus",1065
"3479","Anisonema trepidum",536202
"3480","Stylocheiron maximum",1065
"3481","Doryporella spathulifera",146142
"3482","Sarsiflustra abyssicola",146142
"3483","Smittina bella",146142
"3484","Triticella pedicellata",146142
"3485","Pyrgo williamsoni",1410
"3486","Sigmoilopsis schlumbergeri",1410
"3487","Globigerina bulloides",1410
"3488","Neogloboquadrina dutertrei",1410
"3489","Glomospira gordialis",1410
"3490","Halectinosoma curticorne",1065
"3491","Oxytonostoma typica",882
"3492","Lizzia blondina",1267
"3493","Laomedea neglecta",1267
"3494","Halecium tenellum",1267
"3495","Zygophylax pinnata",1267
"3496","Amphinema dinema",1267
"3497","Velella velella",1267
"3498","Oncholaimus oxyuris",799
"3499","Malacobdella grossa",152391
"3500","Amphiporus angulatus",152391
"3501","Benthopecten simplex",1806
"3502","Ypsilothuria bitentaculata",1806
"3503","Pseudophichthys splendens",1821
"3504","Tylosurus acus",1821
"3505","Gadomus arcuatus",1821
"3506","Nezumia sclerorhynchus",1821
"3507","Centrodraco acanthopoma",1821
"3508","Anisarchus medius",1821
"3509","Lycodes frigidus",1821
"3510","Setarches guentheri",1821
"3511","Eustomias obscurus",1821
"3512","Neonesthes capensis",1821
"3513","Onychocorycaeus giesbrechti",1065
"3514","Sapphirina gemma",1065
"3515","Siboglinum angustum",882
"3516","Axiothella catenata",882
"3517","Petaloproctus tenuis",882
"3518","Sige fusigera",882
"3519","Bispira crassicornis",882
"3520","Spinther citrinus",882
"3521","Chondrocladia (Chondrocladia) virgata",558
"3522","Perissopus dentatus",1065
"3523","Phascolion (Isomya) tuberculosum",882
"3524","Enchytraeus albidus",882
"3525","Assiminea grayana",51
"3526","Okenia aspersa",51
"3527","Limopsis cristata",51
"3528","Placiphorella atlantica",51
"3529","Pentacoelum punctatum",793
"3530","Ceramium pedicellatum",852
"3531","Tellamia contorta",801
"3532","Myriotrichia clavaeformis",345465
"3533","Spongonema tomentosum",345465
"3534","Cladostephus spongiosus",345465
"3535","Calothrix aeruginea",146537
"3536","Lepetella tubicola",51
"3537","Parapolia aurantiaca",152391
"3538","Micrura caeca",152391
"3539","Chaetoceros atlanticus",148898
"3540","Muellerina canadensis",1065
"3541","Nemertesia americana",1267
"3542","Pleurocapsa fuliginosa",146537
"3543","Enoplobranchus sanguineus",882
"3544","Polynoe gracilis",882
"3545","Pseudocalanus newmani",1065
"3546","Echthrogaleus torpedinis",1065
"3547","Mellita quinquiesperforata",1806
"3548","Biffarius biformis",1065
"3549","Scopelarchoides danae",1821
"3550","Cyclopsetta fimbriata",1821
"3551","Actitis macularius",1821
"3552","Pluvialis dominica",1821
"3553","Epinephelus adscensionis",1821
"3554","Pseudupeneus maculatus",1821
"3555","Dysalotus alcocki",1821
"3556","Schizoporella obesa",146142
"3557","Aclis tenuis",51
"3558","Epitonium novangliae",51
"3559","Ercolania fuscata",51
"3560","Atlantisella incognita",558
"3561","Licnophora auerbachi",11
"3562","Brisinga costata",1806
"3563","Brachytrichia quoyi",146537
"3564","Lacrymaria coronata",11
"3565","Mastigoteuthis flammea",51
"3566","Cyclaspis pustulata",1065
"3567","Chelophyes contorta",1267
"3568","Rhizosolenia bergonii",148898
"3569","Pulleniatina obliquiloculata",1410
"3570","Myrianida dentalia",882
"3571","Prosphaerosyllis longicauda",882
"3572","Pogotrichum filiforme",345465
"3573","Tiarina fusus",11
"3574","Paguritherium alatum",1065
"3575","Jaera (Jaera) posthirsuta",1065
"3576","Iasis cylindrica",1821
"3577","Parexocoetus hillianus",1821
"3578","Sargocentron coruscum",1821
"3579","Apogon imberbis",1821
"3580","Trachinotus marginatus",1821
"3581","Aristostomias xenostoma",1821
"3582","Leptostomias bermudensis",1821
"3583","Hyperprosopon argenteum",1821
"3584","Sarsia hargitti",1267
"3585","Stomolophus meleagris",1267
"3586","Hydrichthys mirus",1267
"3587","Aricidea (Aricidea) minima",882
"3588","Cirrhineris phosphorea",882
"3589","Dinophilus simplex",882
"3590","Eranno petersenae",882
"3591","Exallopus intermedia",882
"3592","Lysilla bilobata",882
"3593","Nephtys simoni",882
"3594","Pettiboneia duofurca",882
"3595","Terebellides parvus",882
"3596","Capitella gracilis",882
"3597","Hobsonia florida",882
"3598","Uronychia transfuga",11
"3599","Brachioteuthis beanii",51
"3600","Pulsellum verrilli",51
"3601","Tintinnopsis cylindrica",11
"3602","Nothobomolochus saetiger",1065
"3603","Actinomonas mirabilis",345465
"3604","Chiroteuthis mega",51
"3605","Trigonulina ornata",51
"3606","Condylostoma patens",11
"3607","Hyalophysa chattoni",11
"3608","Cidaris abyssicola",1806
"3609","Nassula notata",11
"3610","Peosidrilus dalei",882
"3611","Spiroloculina limbata",1410
"3612","Corolla calceola",51
"3613","Metopa angustimana",1065
"3614","Melanitta deglandi",1821
"3615","Bushiella (Bushiella) valida",882
"3616","Ataxiodinium choanum",450030
"3617","Ectocarpus lutosus",345465
"3618","Doliolina (Doliolinetta) intermedia",1821
"3619","Obelia pyriformis",1267
"3620","Lysidice hebes",882
"3621","Howella atlantica",1821
"3622","Globoconella inflata",1410
"3623","Botrylloides aureus",1821
"3624","Eupyxidicula nipponica",148898
"3625","Candacia norvegica norvegica",1065
"3626","Callistephanus koreni",1267
"3627","Alopias superciliosus",1821
"3628","Corophium volutator",1065
"3629","Rhachotropis helleri",1065
"3630","Euchirella amoena",1065
"3631","Euchirella curticauda",1065
"3632","Conchoderma auritum",1065
"3633","Megabalanus tintinnabulum",1065
"3634","Notostomus robustus",1065
"3635","Amphidinium operculatum",450030
"3636","Echiurus echiurus",882
"3637","Diastylis goodsiri",1065
"3638","Leptostylis macrura",1065
"3639","Orbulina universa",1410
"3640","Neogloboquadrina incompta",1410
"3641","Hormosina bacillaris",1410
"3642","Phaeocystis pouchetii",369190
"3643","Harpacticus chelifer",1065
"3644","Thalestris gibba",1065
"3645","Branchellion torpedinis",882
"3646","Eutima mira",1267
"3647","Solmaris flavescens",1267
"3648","Erythrops microps",1065
"3649","Tetrastemma candidum",152391
"3650","Thyone fusus",1806
"3651","Amphiura (Amphiura) grandisquama",1806
"3652","Avocettina infans",1821
"3653","Scopelosaurus argenteus",1821
"3654","Chaunax pictus",1821
"3655","Leptacanthichthys gracilispinis",1821
"3656","Pseudoscopelus altipinnis",1821
"3657","Lumpenus fabricii",1821
"3658","Lycodes polaris",1821
"3659","Cyema atrum",1821
"3660","Careproctus reinhardti",1821
"3661","Astronesthes macropogon",1821
"3662","Leptostomias longibarba",1821
"3663","Diodon holocanthus",1821
"3664","Canthigaster rostrata",1821
"3665","Zenion hololepis",1821
"3666","Sarsicytheridea punctillata",1065
"3667","Elofsonella concinna",1065
"3668","Chondracanthus merluccii",1065
"3669","Hipponoe gaudichaudi",882
"3670","Paradoneis armata",882
"3671","Nymphon brevitarse",1065
"3672","Caryophyllia (Caryophyllia) smithii",1267
"3673","Sulculeolaria quadrivalvis",1267
"3674","Rhizophysa filiformis",1267
"3675","Athorybia rosacea",1267
"3676","Neotanais americanus",1065
"3677","Phaethon aethereus",1821
"3678","Oenopota pingelii",51
"3679","Litiopa melanostoma",51
"3680","Amauropsis islandica",51
"3681","Brevinucula verrillii",51
"3682","Axinopsida orbiculata",51
"3683","Tremoctopus violaceus",51
"3684","Lyonsiella abyssicola",51
"3685","Phonorhynchus helgolandicus",793
"3686","Litosiphon laminariae",345465
"3687","Botrytella micromora",345465
"3688","Haplospora globosa",345465
"3689","Epicladia perforans",801
"3690","Hyella caespitosa",146537
"3691","Mastigocoleus testarum",146537
"3692","Campanulina pumila",1267
"3693","Sphaeronectes koellikeri",1267
"3694","Fragilonemertes rosea",152391
"3695","Hippothoa expansa",146142
"3696","Lernaeenicus longiventris",1065
"3697","Aequipecten glyptus",51
"3698","Ectocarpus penicillatus",345465
"3699","Syllides eburneus",882
"3700","Eucytheridea papillosa",1065
"3701","Clavellisa cordata",1065
"3702","Halecium beanii",1267
"3703","Hydractinia valens",1267
"3704","Odostomia hendersoni",51
"3705","Neohaustorius biarticulatus",1065
"3706","Edwardsia sipunculoides",1267
"3707","Myropsis quinquespinosa",1065
"3708","Labichthys carinatus",1821
"3709","Myrophis platyrhynchus",1821
"3710","Astronesthes richardsoni",1821
"3711","Diaphus problematicus",1821
"3712","Stegastes leucostictus",1821
"3713","Prionotus scitulus",1821
"3714","Alcyonidium verrilli",146142
"3715","Lutjanus jocu",1821
"3716","Ocyurus chrysurus",1821
"3717","Amicula vestita",51
"3718","Myzobdella lugubris",882
"3719","Rhizosolenia calcar-avis",148898
"3720","Farrea occa erecta",558
"3721","Uronema marinum",11
"3722","Acineta tuberosa",11
"3723","Litonotus fasciola",11
"3724","Ommastrephes bartramii",51
"3725","Rhizosolenia acuminata",148898
"3726","Melanostigma gelatinosum",1821
"3727","Prionomysis stenolepis",1065
"3728","Parapronoe parva",1065
"3729","Asteroschema clavigerum",1806
"3730","Hargeria rapax",1065
"3731","Stenosemus albus",51
"3732","Chironomus halophilus",1065
"3733","Sebastes caurinus",1821
"3734","Sebastes melanostomus",1821
"3735","Eustomias acinosus",1821
"3736","Eustomias bimargaritatus",1821
"3737","Eustomias kreffti",1821
"3738","Photonectes caerulescens",1821
"3739","Amphistichus rhodoterus",1821
"3740","Porpita linneana",1267
"3741","Diphasia robusta",1267
"3742","Glossocodon tenuirostris",1267
"3743","Blennothrix glutinosa",146537
"3744","Amphitrite attenuata",882
"3745","Dinophilus pygmaeus",882
"3746","Exallopus blakei",882
"3747","Pseudophryotrocha gracilis",882
"3748","Linopherus ambigua",882
"3749","Tharyx parvus",882
"3750","Tetronychoteuthis dussumieri",51
"3751","Stygarctus granulatus",1276
"3752","Fregata aquila",1821
"3753","Gadila verrilli",51
"3754","Paradentalium americanum",51
"3755","Parapenaeus politus",1065
"3756","Photostomias goodyeari",1821
"3757","Pseudoscopelus astronesthidens",1821
"3758","Pleuronema setigerum",11
"3759","Cothurnia innata",11
"3760","Globorotalia tumida",1410
"3761","Lamellitrochus lamellosus",51
"3762","Mesodinium cinctum",11
"3763","Trichophrya salparum",11
"3764","Psammomitra retractilis",11
"3765","Peritromus emmae",11
"3766","Trachelocerca phoenicopterus",11
"3767","Zoothamnium elegans",11
"3768","Macropyxis sapeloensis",1065
"3769","Tubulipora lobulata",146142
"3770","Atlantidrilus hamulus",882
"3771","Microstomum davenporti",793
"3772","Ptilohyale littoralis",1065
"3773","Colaconema minimum",852
"3774","Onychoprion anaethetus",1821
"3775","Hydroprogne caspia",1821
"3776","Lyngbya semiplena",146537
"3777","Ceramium capricornu",852
"3778","Anisonema vitreum",536202
"3779","Scaphospora kingii",345465
"3780","Ulvella scutata",801
"3781","Lepas (Lepas) anserifera",1065
"3782","Tripos compressus",450030
"3783","Holosticha gibba",11
"3784","Lycopodina novangliae",558
"3785","Leodamas rubrus",882
"3786","Calonectris borealis",1821
"3787","Duvaucelia plebeia",51
"3788","Siphostoma fuscum",1821
"3789","Carcharhinus longimanus",1821
"3790","Lutjanus cyanopterus",1821
"3791","Rhachotropis distincta",1065
"3792","Gammarellus homari",1065
"3793","Melita palmata",1065
"3794","Metopa borealis",1065
"3795","Cafeteria roenbergensis",449151
"3796","Aetideopsis multiserrata",1065
"3797","Subeucalanus mucronatus",1065
"3798","Heterostylites major",1065
"3799","Lucicutia longicornis",1065
"3800","Trypetesa lampas",1065
"3801","Podon intermedius",1065
"3802","Cestum veneris",1248
"3803","Mertensia ovum",1248
"3804","Oithona nana",1065
"3805","Notostomus elegans",1065
"3806","Cryptocotyle lingua",793
"3807","Dinophysis norvegica",450030
"3808","Blepharocysta paulsenii",450030
"3809","Pseudoflustra solida",146142
"3810","Pyripora catenularia",146142
"3811","Anguinella palmata",146142
"3812","Oncousoecia canadensis",146142
"3813","Barentsia benedeni",1271
"3814","Globorotalia hirsuta",1410
"3815","Globigerinita glutinata",1410
"3816","Verneuilina polystropha",1410
"3817","Aeginura grimaldii",1267
"3818","Euphysa tentaculata",1267
"3819","Lovenella gracilis",1267
"3820","Dionchus agassizi",793
"3821","Boreomysis arctica",1065
"3822","Cerebratulus marginatus",152391
"3823","Micrura albida",152391
"3824","Myriotrochus (Oligotrochus) bathybius",1806
"3825","Ekmania barthii",1806
"3826","Dytaster grandis grandis",1806
"3827","Tetragonurus cuvieri",1821
"3828","Pachycara crassiceps",1821
"3829","Triglops nybelini",1821
"3830","Grammatostomias flagellibarba",1821
"3831","Stomias longibarbatus",1821
"3832","Neocytherideis fasciata",1065
"3833","Xestoleberis depressa",1065
"3834","Macrochiron fucicolum",1065
"3835","Philichthys xiphiae",1065
"3836","Glycera oxycephala",882
"3837","Naineris quadricuspida",882
"3838","Neoamphitrite figulus",882
"3839","Axinella infundibuliformis",558
"3840","Eudoxoides spiralis",1267
"3841","Agalma okenii",1267
"3842","Pandarus cranchii",1065
"3843","Mesoplodon densirostris",1821
"3844","Larus ridibundus",1821
"3845","Salpa maxima",1821
"3846","Aclis walleri",51
"3847","Colus sabini",51
"3848","Gymnobela aquilarum",51
"3849","Dendronotus robustus",51
"3850","Pterotrachea scutata",51
"3851","Leptochiton cancellatus",51
"3852","Bulbus smithii",51
"3853","Sthenoteuthis pteropus",51
"3854","Teredora malleolus",51
"3855","Margarites olivaceus",51
"3856","Plagiostomum vittatum",793
"3857","Monocelis fusca",793
"3858","Myrionema corunnae",345465
"3859","Cladophora vagabunda",801
"3860","Hincksia sandriana",345465
"3861","Streblonema parasiticum",345465
"3862","Ulothrix flacca",801
"3863","Ulothrix implexa",801
"3864","Didemnum candidum",1821
"3865","Carinoma tremaphoros",152391
"3866","Gracilariopsis longissima",852
"3867","Lauderia borealis",148898
"3868","Cladophora refracta",801
"3869","Ophelia verrilli",882
"3870","Ergasilus manicatus",1065
"3871","Rochinia tanneri",1065
"3872","Gymnothorax moringa",1821
"3873","Trigonoporus folium",793
"3874","Grammatostomias dentatus",1821
"3875","Anas crecca",1821
"3876","Limosa haemastica",1821
"3877","Phalaropus tricolor",1821
"3878","Stephanoberyx monae",1821
"3879","Syngnathus springeri",1821
"3880","Diapterus auratus",1821
"3881","Pristipomoides aquilonaris",1821
"3882","Turbonilla mighelsi",51
"3883","Cerithiopsis greenii",51
"3884","Colaconema daviesii",852
"3885","Cliona undulata",558
"3886","Pseudarchaster gracilis gracilis",1806
"3887","Calothrix pulvinata",146537
"3888","Hymenopenaeus laevis",1065
"3889","Epitonium scalare",51
"3890","Branchiomma nigromaculatum",882
"3891","Hebella venusta",1267
"3892","Blennothrix lyngbyacea",146537
"3893","Odonus niger",1821
"3894","Scoloplos capensis",882
"3895","Molgula griffithsii",1821
"3896","Molgula lutulenta",1821
"3897","Haploniscus retrospinis",1065
"3898","Carpias minutus",1065
"3899","Livoneca redmanii",1065
"3900","Jaera (Jaera) praehirsuta",1065
"3901","Nephasoma (Nephasoma) bulbosum",882
"3902","Dasyatis hastata",1821
"3903","Scorpaena grandicornis",1821
"3904","Argyropelecus olfersii",1821
"3905","Sphoeroides trichocephalus",1821
"3906","Gymnachirus nudus",1821
"3907","Melicertum campanula",1267
"3908","Amphelikturus dendriticus",1821
"3909","Ephesiella mammifera",882
"3910","Harmothoe dearborni",882
"3911","Loimia arborea",882
"3912","Lysidice americana",882
"3913","Magelona riojai",882
"3914","Polycirrus tesselatus",882
"3915","Protula media",882
"3916","Pseudopolydora diopatra",882
"3917","Diophrys appendiculata",11
"3918","Lacrymaria lagenula",11
"3919","Nothobomolochus teres",1065
"3920","Sphaerifer lintoni",1065
"3921","Hemibdella rapax",882
"3922","Creseis conica",51
"3923","Monopylephorus irroratus",882
"3924","Pseudanabaena persicina",146537
"3925","Trichocoleus tenerrimus",146537
"3926","Euplotes harpa",11
"3927","Chilodonella cucullus",11
"3928","Boonea impressa",51
"3929","Plesionika tenuipes",1065
"3930","Plethotaenia spatangoides",1806
"3931","Retusa semen",51
"3932","Frontonia leucas",11
"3933","Dysteria lanceolata",11
"3934","Aspidisca hexeris",11
"3935","Lophogaster americanus",1065
"3936","Pseudovorticella marina",11
"3937","Triticella elongata",146142
"3938","Parabrachiella mitrata",1065
"3939","Rubrointrusa membranacea",852
"3940","Deosergestes henseni",1065
"3941","Rotorbinella rosea",1410
"3942","Thalassomyces capillosus",450030
"3943","Eulima perversa",51
"3944","Actinophrys sol",449151
"3945","Cribroelphidium subarcticum",1410
"3946","Bugulina aquilirostris",146142
"3947","Zanclea cladophora",1267
"3948","Tripos falcatus",450030
"3949","Testudodinium testudo",450030
"3950","Micronephthys cornuta",882
"3951","Hebella pygmaea",1267
"3952","Bicaularia tongensis",1267
"3953","Phylo norvegica",882
"3954","Mixtoscutella ovata",146142
"3955","Somniosus pacificus",1821
"3956","Hypanus americanus",1821
"3957","Epizoanthus abyssorum",1267
"3958","Aeginella spinosa",1065
"3959","Apherusa glacialis",1065
"3960","Hardametopa nasuta",1065
"3961","Macandrevia cranium",1803
"3962","Aetideopsis armata",1065
"3963","Gaetanus miles",1065
"3964","Euaugaptilus elongatus",1065
"3965","Heterostylites longicornis",1065
"3966","Planes minutus",1065
"3967","Gymnodinium gracile",450030
"3968","Oxyrrhis marina",450030
"3969","Leucon (Crymoleucon) tener",1065
"3970","Hippoporina reticulatopunctata",146142
"3971","Porella concinna",146142
"3972","Bolivina punctata",1410
"3973","Spiroplectammina biformis",1410
"3974","Clytia noliformis",1267
"3975","Turritopsis nutricula",1267
"3976","Nemertesia ramosa",1267
"3977","Thuiaria articulata",1267
"3978","Erythrops abyssorum",1065
"3979","Stereocidaris ingolfiana",1806
"3980","Epitomapta roseola",1806
"3981","Ophiosphalma armigerum",1806
"3982","Amphiura griegi",1806
"3983","Parexocoetus mento",1821
"3984","Hoplostethus atlanticus",1821
"3985","Oneirodes macrosteus",1821
"3986","Diaphus holti",1821
"3987","Bathytroctes microlepis",1821
"3988","Caranx latus",1821
"3989","Epigonus telescopus",1821
"3990","Nomeus gronovii",1821
"3991","Lycodes pallidus",1821
"3992","Grammatostomias circularis",1821
"3993","Melanostomias macrophotus",1821
"3994","Amphinome rostrata",882
"3995","Notoproctus oculatus",882
"3996","Micronephthys neotena",882
"3997","Paradoneis ilvana",882
"3998","Eunoe oerstedi",882
"3999","Fabricia stellaris",882
"4000","Chitinopoma serrula",882
"4001","Apoprionospio pygmaea",882
"4002","Prionospio malmgreni",882
"4003","Travisiopsis levinseni",882
"4004","Premocyathus cornuformis",1267
"4005","Neobrachiella ramosa",1065
"4006","Collettea cylindrata",1065
"4007","Trichosphaerium sieboldi",391848
"4008","Somateria spectabilis",1821
"4009","Feresa attenuata",1821
"4010","Stenella longirostris",1821
"4011","Cyclosalpa pinnata",1821
"4012","Pegea confoederata",1821
"4013","Buccinum abyssorum",51
"4014","Eumetula arctica",51
"4015","Tonicella marmorea",51
"4016","Limacina bulimoides",51
"4017","Scaeurgus unicirrhus",51
"4018","Thysanoteuthis rhombus",51
"4019","Chamelea gallina",51
"4020","Prostheceraeus maculosus",793
"4021","Uteriporus vulgaris",793
"4022","Spongomorpha aeruginosa",801
"4023","Ceramium botryocarpum",852
"4024","Spermothamnion repens",852
"4025","Bolbocoleon piliferum",801
"4026","Gloiosiphonia capillaris",852
"4027","Giraudia sphacelarioides",345465
"4028","Tsengia bairdii",852
"4029","Lomentaria clavellosa",852
"4030","Colpomenia peregrina",345465
"4031","Ulothrix speciosa",801
"4032","Doto formosa",51
"4033","Cryptopecten phrygium",51
"4034","Ischadium recurvum",51
"4035","Pandora trilineata",51
"4036","Autolytus emertoni",882
"4037","Aglaothamnion halliae",852
"4038","Euphrosine cirrata",882
"4039","Nereiphylla fragilis",882
